, 31696
38380, 30544
38376, 30588
38420, 30568
38404, 30568
38424, 30544
38440, 30596
38436, 30580
38440, 30588
38436, 30580
38460, 30624
38480, 30572
38476, 30616
38480, 30584
38520, 30616
38500, 30608
38504, 30612
38524, 30608
38524, 30628
38556, 30616
38548, 30636
38580, 30612
38588, 30628
38568, 30656
38600, 30652
38580, 30656
38612, 30672
38624, 30676
38632, 30652
38616, 30644
38584, 30644
38564, 30584
38504, 30580
38456, 30548
38424, 30548
38404, 30544
38388, 30560
38364, 30532
38352, 30548
38340, 30508
38316, 30536
38320, 30512
38300, 30504
38284, 30508
38288, 30488
38276, 30484
38260, 30500
38224, 30464
38224, 30476
38192, 30460
38184, 30468
38184, 30464
38180, 30480
38152, 30468
38176, 30468
38192, 30480
38168, 30472
38172, 30468
38172, 30488
38168, 30464
38188, 30484
38164, 30468
38172, 30492
38176, 30464
38184, 30488
38152, 30456
38156, 30492
38164, 30472
38188, 30512
38180, 30492
38200, 30488
38204, 30500
38208, 30528
38204, 30512
38244, 30540
38220, 30532
38248, 30520
38232, 30512
38264, 30536
38268, 30512
38276, 30536
38284, 30544
38304, 30568
38292, 30544
38320, 30560
38308, 30560
38340, 30576
38352, 30564
38360, 30564
38352, 30576
38376, 30576
38376, 30572
38388, 30576
38396, 30592
38420, 30604
38436, 30612
38444, 30592
38456, 30616
38468, 30624
38480, 30632
38504, 30632
38484, 30624
38496, 30620
38488, 30644
38532, 30660
38516, 30652
38556, 30660
38560, 30648
38572, 30672
38564, 30660
38604, 30684
38608, 30688
38600, 30692
38624, 30692
38636, 30708
38640, 30712
38684, 30704
38664, 30700
38656, 30720
38656, 30692
38628, 30680
38608, 30652
38568, 30644
38488, 30612
38452, 30592
38420, 30580
38420, 30596
38372, 30580
38380, 30596
38372, 30572
38356, 30588
38348, 30544
38344, 30560
38336, 30548
38360, 30552
38320, 30556
38324, 30544
38308, 30536
38276, 30536
38284, 30524
38268, 30520
38264, 30544
38248, 30516
38252, 30528
38264, 30536
38260, 30540
38268, 30560
38264, 30524
38260, 30556
38240, 30548
38292, 30536
38272, 30524
38296, 30560
38256, 30524
38268, 30544
38252, 30552
38256, 30552
38260, 30536
38308, 30548
38268, 30560
38312, 30548
38304, 30580
38340, 30560
38324, 30572
38340, 30596
38320, 30584
38344, 30576
38364, 30600
38380, 30616
38372, 30612
38404, 30604
38376, 30600
38424, 30612
38408, 30616
38424, 30620
38416, 30612
38452, 30632
38436, 30628
38448, 30632
38448, 30636
38488, 30648
38468, 30664
38480, 30656
38484, 30652
38520, 30668
38512, 30696
38564, 30688
38536, 30684
38564, 30688
38548, 30688
38564, 30704
38572, 30692
38608, 30708
38608, 30716
38632, 30708
38616, 30728
38656, 30708
38636, 30704
38644, 30692
38592, 30680
38572, 30676
38504, 30644
38492, 30628
38448, 30624
38412, 30616
38380, 30596
38380, 30592
38364, 30592
38360, 30588
38360, 30580
38376, 30604
38348, 30592
38340, 30608
38332, 30604
38324, 30600
38300, 30564
38304, 30568
38288, 30552
38300, 30580
38284, 30572
38300, 30556
38292, 30572
38308, 30600
38288, 30596
38296, 30580
38308, 30576
38308, 30600
38292, 30584
38308, 30576
38292, 30564
38316, 30576
38308, 30596
38300, 30596
38308, 30588
38328, 30576
38300, 30576
38328, 30608
38340, 30600
38324, 30604
38336, 30596
38356, 30624
38328, 30632
38372, 30616
38360, 30628
38388, 30628
38372, 30620
38424, 30644
38412, 30632
38416, 30644
38428, 30648
38468, 30656
38440, 30668
38468, 30672
38468, 30672
38488, 30676
38496, 30664
38500, 30676
38500, 30676
38544, 30716
38516, 30716
38556, 30720
38548, 30708
38560, 30728
38564, 30732
38588, 30724
38592, 30720
38600, 30740
38608, 30732
38632, 30740
38644, 30736
38664, 30752
38656, 30736
38676, 30768
38696, 30772
38688, 30784
38704, 30780
38716, 30784
38740, 30776
38732, 30776
38736, 30776
38756, 30804
38716, 30792
38728, 30760
38676, 30724
38636, 30728
38576, 30708
38560, 30692
38516, 30672
38504, 30676
38484, 30660
38484, 30676
38476, 30640
38468, 30664
38480, 30648
38440, 30656
38452, 30636
38456, 30632
38444, 30644
38428, 30632
38416, 30636
38424, 30628
38408, 30624
38404, 30616
38392, 30616
38368, 30608
38360, 30604
38364, 30608
38388, 30628
38392, 30612
38376, 30612
38392, 30632
38380, 30612
38384, 30612
38372, 30624
38376, 30628
38380, 30620
38392, 30616
38388, 30616
38388, 30612
38396, 30616
38396, 30612
38412, 30612
38428, 30632
38408, 30608
38428, 30620
38448, 30620
38444, 30652
38460, 30632
38480, 30644
38456, 30660
38472, 30668
38484, 30676
38516, 30664
38512, 30684
38516, 30676
38532, 30672
38532, 30664
38544, 30672
38536, 30684
38560, 30680
38568, 30676
38572, 30684
38572, 30692
38600, 30688
38604, 30700
38620, 30716
38628, 30704
38652, 30716
38656, 30724
38660, 30712
38648, 30720
38684, 30728
38680, 30736
38692, 30724
38728, 30740
38720, 30748
38728, 30748
38740, 30768
38776, 30768
38768, 30764
38776, 30756
38796, 30776
38784, 30776
38808, 30764
38808, 30792
38820, 30800
38824, 30816
38844, 30804
38860, 30796
38860, 30796
38840, 30792
38808, 30768
38776, 30736
38724, 30720
38692, 30712
38660, 30716
38624, 30688
38624, 30688
38608, 30680
38624, 30688
38608, 30692
38612, 30692
38600, 30668
38596, 30688
38604, 30672
38592, 30656
38600, 30668
38584, 30676
38576, 30668
38584, 30668
38552, 30644
38568, 30640
38552, 30636
38556, 30644
38564, 30636
38552, 30656
38576, 30644
38584, 30644
38604, 30652
38592, 30640
38596, 30648
38576, 30632
38596, 30660
38596, 30640
38580, 30628
38588, 30616
38592, 30632
38580, 30636
38584, 30632
38580, 30644
38592, 30660
38596, 30648
38596, 30652
38620, 30660
38628, 30652
38632, 30652
38640, 30656
38644, 30636
38636, 30664
38644, 30656
38652, 30672
38652, 30656
38672, 30652
38660, 30668
38680, 30672
38684, 30656
38684, 30664
38696, 30688
38704, 30672
38696, 30692
38720, 30684
38708, 30680
38740, 30680
38716, 30676
38752, 30700
38728, 30680
38776, 30704
38760, 30724
38780, 30708
38768, 30728
38784, 30724
38784, 30716
38776, 30732
38804, 30716
38808, 30728
38820, 30728
38848, 30732
38840, 30708
38848, 30720
38840, 30708
38852, 30736
38792, 30720
38772, 30692
38728, 30672
38712, 30656
38676, 30628
38640, 30628
38652, 30620
38636, 30628
38632, 30636
38604, 30644
38628, 30632
38608, 30612
38608, 30616
38608, 30632
38612, 30632
38616, 30624
38608, 30620
38592, 30632
38580, 30620
38576, 30612
38564, 30596
38584, 30604
38584, 30604
38588, 30620
38604, 30620
38608, 30624
38604, 30608
38624, 30632
38612, 30604
38632, 30620
38604, 30628
38600, 30612
38608, 30612
38612, 30616
38616, 30624
38608, 30624
38632, 30620
38636, 30620
38632, 30604
38648, 30616
38624, 30632
38664, 30644
38656, 30608
38664, 30640
38652, 30636
38656, 30656
38680, 30632
38688, 30652
38684, 30636
38676, 30648
38692, 30652
38692, 30664
38704, 30632
38708, 30664
38700, 30636
38708, 30648
38704, 30648
38716, 30660
38720, 30652
38732, 30652
38744, 30676
38744, 30668
38740, 30664
38776, 30676
38768, 30656
38788, 30668
38756, 30680
38776, 30660
38780, 30680
38784, 30676
38800, 30680
38812, 30680
38820, 30676
38828, 30716
38816, 30692
38832, 30700
38852, 30688
38864, 30704
38864, 30692
38864, 30728
38868, 30696
38868, 30692
38836, 30688
38812, 30664
38752, 30648
38720, 30628
38700, 30616
38668, 30612
38656, 30616
38644, 30584
38612, 30584
38628, 30592
38644, 30580
38616, 30588
38604, 30584
38596, 30576
38572, 30564
38568, 30556
38556, 30548
38556, 30552
38564, 30544
38560, 30564
38532, 30540
38556, 30564
38544, 30532
38572, 30544
38536, 30544
38556, 30560
38548, 30532
38564, 30556
38576, 30540
38580, 30568
38588, 30544
38556, 30580
38588, 30544
38572, 30568
38560, 30536
38576, 30564
38568, 30548
38564, 30548
38552, 30560
38564, 30568
38608, 30564
38580, 30552
38580, 30560
38564, 30568
38580, 30572
38600, 30568
38596, 30560
38608, 30568
38600, 30576
38616, 30596
38628, 30564
38628, 30596
38632, 30596
38628, 30584
38612, 30572
38652, 30584
38632, 30592
38668, 30600
38660, 30588
38648, 30600
38656, 30596
38668, 30604
38696, 30592
38704, 30608
38672, 30596
38700, 30632
38692, 30612
38712, 30632
38720, 30608
38720, 30620
38732, 30636
38752, 30628
38752, 30636
38752, 30632
38756, 30640
38764, 30656
38788, 30624
38772, 30652
38800, 30640
38796, 30668
38792, 30640
38792, 30644
38800, 30668
38828, 30680
38824, 30668
38828, 30696
38844, 30680
38844, 30672
38840, 30656
38848, 30696
38808, 30640
38780, 30648
38744, 30600
38708, 30604
38656, 30576
38652, 30572
38648, 30548
38624, 30576
38608, 30560
38600, 30572
38596, 30536
38596, 30544
38576, 30544
38576, 30560
38552, 30548
38568, 30536
38536, 30532
38552, 30520
38512, 30520
38540, 30528
38528, 30524
38532, 30524
38524, 30524
38524, 30528
38528, 30524
38540, 30520
38556, 30508
38568, 30548
38540, 30532
38536, 30520
38536, 30524
38556, 30524
38544, 30512
38536, 30544
38516, 30520
38556, 30528
38540, 30516
38532, 30524
38516, 30524
38528, 30528
38548, 30516
38540, 30528
38532, 30512
38548, 30532
38528, 30508
38536, 30528
38524, 30524
38548, 30516
38528, 30536
38544, 30560
38536, 30540
38572, 30544
38560, 30540
38592, 30536
38576, 30540
38584, 30544
38580, 30528
38580, 30544
38584, 30532
38608, 30568
38600, 30540
38604, 30576
38616, 30580
38612, 30584
38608, 30568
38644, 30584
38636, 30572
38664, 30588
38660, 30576
38660, 30592
38664, 30580
38680, 30580
38660, 30612
38680, 30600
38704, 30588
38708, 30616
38688, 30608
38708, 30588
38696, 30600
38704, 30600
38644, 30568
38640, 30544
38592, 30552
38552, 30520
38524, 30508
38524, 30512
38488, 30500
38508, 30532
38484, 30516
38476, 30520
38472, 30512
38460, 30512
38464, 30508
38460, 30508
38448, 30504
38432, 30468
38412, 30472
38456, 30476
38444, 30472
38432, 30480
38416, 30472
38424, 30500
38412, 30472
38436, 30480
38420, 30496
38432, 30480
38440, 30488
38424, 30484
38420, 30464
38444, 30488
38428, 30472
38436, 30468
38424, 30452
38420, 30476
38412, 30452
38416, 30484
38412, 30476
38408, 30464
38420, 30484
38420, 30476
38416, 30460
38444, 30472
38424, 30488
38432, 30488
38448, 30488
38468, 30492
38452, 30492
38476, 30488
38448, 30500
38464, 30508
38480, 30504
38484, 30516
38488, 30524
38468, 30504
38496, 30504
38512, 30536
38492, 30516
38516, 30540
38532, 30544
38524, 30552
38556, 30548
38560, 30552
38544, 30540
38548, 30552
38568, 30544
38580, 30560
38564, 30572
38588, 30572
38604, 30584
38596, 30568
38604, 30560
38628, 30592
38620, 30572
38652, 30580
38648, 30596
38640, 30576
38680, 30600
38684, 30592
38684, 30604
38684, 30628
38688, 30604
38700, 30596
38684, 30604
38668, 30584
38612, 30560
38604, 30524
38552, 30520
38540, 30524
38500, 30496
38488, 30508
38468, 30492
38440, 30488
38464, 30480
38444, 30460
38436, 30480
38436, 30496
38400, 30460
38404, 30460
38408, 30456
38392, 30468
38400, 30456
38384, 30464
38348, 30444
38336, 30448
38344, 30440
38352, 30452
38344, 30444
38340, 30440
38352, 30468
38360, 30440
38376, 30452
38372, 30444
38364, 30440
38356, 30424
38384, 30456
38360, 30452
38356, 30464
38352, 30444
38348, 30440
38360, 30436
38348, 30444
38352, 30448
38376, 30464
38372, 30452
38376, 30436
38368, 30456
38368, 30444
38380, 30460
38380, 30476
38392, 30468
38380, 30464
38404, 30476
38416, 30476
38408, 30496
38408, 30496
38416, 30488
38440, 30484
38432, 30476
38480, 30504
38460, 30496
38492, 30508
38476, 30504
38492, 30524
38480, 30524
38496, 30500
38508, 30532
38520, 30504
38540, 30516
38548, 30536
38532, 30524
38560, 30540
38568, 30544
38584, 30560
38592, 30568
38580, 30576
38596, 30548
38612, 30584
38612, 30564
38632, 30564
38636, 30580
38656, 30580
38648, 30580
38668, 30604
38664, 30592
38676, 30608
38680, 30608
38704, 30624
38704, 30632
38724, 30608
38716, 30612
38736, 30624
38736, 30632
38744, 30624
38728, 30592
38720, 30580
38640, 30552
38604, 30532
38568, 30544
38528, 30516
38492, 30516
38516, 30516
38476, 30496
38472, 30516
38456, 30528
38476, 30504
38456, 30512
38460, 30500
38452, 30500
38448, 30492
38440, 30500
38436, 30484
38432, 30480
38456, 30472
38412, 30484
38408, 30472
38380, 30472
38392, 30476
38388, 30480
38408, 30484
38388, 30496
38404, 30480
38416, 30488
38432, 30480
38404, 30480
38432, 30488
38396, 30476
38400, 30460
38372, 30476
38404, 30464
38384, 30480
38384, 30488
38372, 30476
38412, 30496
38380, 30488
38384, 30464
38396, 30492
38404, 30504
38408, 30504
38412, 30496
38436, 30496
38436, 30512
38432, 30512
38456, 30504
38448, 30500
38464, 30520
38456, 30532
38468, 30500
38480, 30520
38472, 30516
38468, 30532
38500, 30540
38492, 30556
38512, 30544
38488, 30552
38524, 30536
38528, 30564
38556, 30556
38528, 30576
38564, 30584
38564, 30576
38564, 30596
38584, 30596
38588, 30612
38580, 30596
38592, 30604
38588, 30612
38632, 30616
38632, 30604
38648, 30612
38636, 30632
38648, 30632
38668, 30632
38664, 30640
38660, 30620
38676, 30612
38636, 30624
38592, 30592
38552, 30576
38528, 30564
38516, 30560
38480, 30564
38460, 30540
38472, 30552
38432, 30540
38440, 30544
38424, 30544
38428, 30548
38420, 30524
38432, 30536
38412, 30512
38420, 30516
38400, 30520
38380, 30516
38364, 30504
38352, 30496
38352, 30512
38356, 30516
38360, 30496
38360, 30520
38348, 30516
38384, 30512
38364, 30508
38368, 30516
38364, 30512
38380, 30500
38372, 30496
38376, 30496
38364, 30500
38372, 30520
38372, 30528
38384, 30528
38380, 30520
38388, 30524
38372, 30520
38384, 30512
38396, 30540
38408, 30520
38396, 30528
38428, 30516
38428, 30536
38436, 30548
38412, 30548
38448, 30544
38424, 30548
38476, 30556
38456, 30548
38480, 30560
38464, 30568
38488, 30572
38476, 30580
38484, 30584
38504, 30576
38512, 30596
38516, 30608
38544, 30608
38520, 30604
38524, 30608
38548, 30632
38560, 30624
38564, 30624
38592, 30616
38592, 30632
38604, 30624
38596, 30648
38612, 30632
38636, 30644
38636, 30648
38620, 30652
38664, 30644
38648, 30664
38680, 30660
38680, 30664
38684, 30660
38696, 30672
38684, 30664
38668, 30664
38640, 30640
38596, 30616
38552, 30612
38516, 30576
38504, 30592
38476, 30572
38468, 30552
38460, 30580
38436, 30564
38440, 30564
38448, 30568
38404, 30572
38408, 30548
38384, 30560
38380, 30536
38368, 30564
38360, 30540
38336, 30536
38332, 30528
38304, 30544
38316, 30516
38300, 30520
38304, 30536
38308, 30516
38308, 30540
38296, 30540
38304, 30520
38304, 30548
38300, 30540
38316, 30524
38320, 30532
38308, 30540
38316, 30528
38316, 30544
38300, 30536
38308, 30544
38304, 30552
38304, 30544
38316, 30556
38324, 30560
38344, 30564
38344, 30556
38352, 30552
38356, 30564
38372, 30564
38368, 30584
38384, 30592
38392, 30584
38412, 30564
38416, 30588
38432, 30584
38432, 30600
38452, 30588
38472, 30628
38480, 30612
38460, 30608
38468, 30632
38524, 30624
38508, 30636
38528, 30620
38536, 30636
38540, 30648
38552, 30636
38564, 30652
38564, 30652
38568, 30672
38588, 30668
38576, 30664
38608, 30668
38624, 30692
38636, 30700
38644, 30684
38696, 30704
38672, 30688
38684, 30712
38684, 30716
38700, 30704
38716, 30728
38728, 30712
38748, 30720
38748, 30720
38768, 30736
38772, 30732
38788, 30728
38812, 30728
38804, 30736
38784, 30724
38740, 30704
38724, 30684
38668, 30656
38624, 30636
38584, 30644
38580, 30632
38544, 30644
38552, 30632
38528, 30636
38548, 30604
38524, 30628
38520, 30604
38524, 30616
38504, 30624
38480, 30616
38508, 30592
38480, 30596
38468, 30612
38452, 30604
38452, 30580
38432, 30592
38464, 30596
38452, 30588
38444, 30604
38448, 30600
38456, 30616
38448, 30616
38472, 30600
38480, 30640
38472, 30616
38472, 30616
38464, 30596
38464, 30636
38488, 30620
38460, 30644
38468, 30608
38468, 30616
38480, 30628
38488, 30652
38508, 30628
38496, 30620
38500, 30628
38504, 30668
38528, 30636
38532, 30636
38536, 30652
38572, 30680
38576, 30660
38556, 30676
38588, 30652
38584, 30672
38588, 30648
38596, 30668
38624, 30692
38596, 30688
38636, 30680
38636, 30700
38660, 30716
38628, 30716
38664, 30704
38684, 30724
38708, 30708
38700, 30724
38696, 30712
38728, 30752
38736, 30736
38752, 30752
38748, 30728
38740, 30740
38756, 30752
38772, 30768
38780, 30776
38804, 30756
38804, 30780
38836, 30768
38824, 30768
38824, 30796
38840, 30776
38816, 30764
38796, 30740
38748, 30736
38736, 30704
38676, 30700
38680, 30664
38648, 30660
38624, 30676
38636, 30684
38616, 30676
38612, 30676
38592, 30656
38612, 30668
38592, 30664
38604, 30664
38592, 30664
38596, 30652
38556, 30652
38564, 30652
38564, 30640
38556, 30664
38556, 30648
38536, 30640
38548, 30644
38572, 30680
38568, 30656
38552, 30660
38576, 30676
38576, 30680
38572, 30668
38560, 30664
38564, 30684
38572, 30680
38592, 30676
38568, 30668
38588, 30672
38584, 30676
38596, 30676
38608, 30672
38584, 30700
38608, 30672
38604, 30692
38616, 30684
38620, 30692
38616, 30684
38644, 30692
38660, 30704
38652, 30700
38652, 30704
38696, 30716
38684, 30720
38712, 30724
38700, 30736
38732, 30740
38716, 30724
38728, 30724
38744, 30760
38740, 30748
38776, 30724
38792, 30752
38796, 30748
38796, 30776
38804, 30760
38816, 30784
38820, 30776
38844, 30768
38848, 30760
38864, 30784
38856, 30784
38864, 30800
38868, 30780
38880, 30816
38892, 30788
38916, 30808
38924, 30800
38940, 30804
38940, 30832
38948, 30836
38984, 30824
38980, 30836
38964, 30852
39000, 30848
38980, 30844
38924, 30804
38912, 30784
38864, 30772
38812, 30748
38788, 30740
38748, 30724
38708, 30708
38716, 30704
38700, 30708
38684, 30700
38676, 30708
38676, 30700
38660, 30708
38680, 30692
38668, 30708
38640, 30696
38660, 30688
38632, 30664
38616, 30692
38612, 30656
38600, 30688
38556, 30652
38556, 30660
38584, 30664
38564, 30684
38580, 30656
38592, 30672
38608, 30660
38576, 30696
38596, 30664
38600, 30692
38604, 30684
38596, 30680
38584, 30672
38584, 30692
38580, 30680
38572, 30688
38584, 30664
38612, 30688
38600, 30696
38596, 30692
38588, 30692
38632, 30720
38616, 30700
38612, 30716
38648, 30684
38632, 30724
38652, 30712
38664, 30728
38672, 30712
38684, 30728
38664, 30728
38684, 30740
38684, 30740
38704, 30724
38700, 30712
38720, 30748
38740, 30732
38748, 30744
38760, 30732
38724, 30760
38764, 30740
38800, 30772
38784, 30736
38796, 30768
38808, 30756
38800, 30776
38820, 30780
38840, 30800
38848, 30780
38848, 30780
38832, 30780
38884, 30804
38892, 30776
38892, 30812
38892, 30800
38900, 30824
38920, 30792
38920, 30820
38964, 30820
38964, 30840
38952, 30820
38988, 30848
38988, 30832
38996, 30852
39008, 30844
39016, 30864
39000, 30848
39008, 30864
39028, 30844
38996, 30840
38948, 30816
38904, 30804
38856, 30768
38812, 30748
38800, 30720
38772, 30744
38728, 30712
38732, 30716
38704, 30712
38712, 30712
38692, 30700
38696, 30692
38684, 30692
38676, 30700
38676, 30688
38652, 30680
38632, 30680
38632, 30680
38616, 30672
38620, 30680
38600, 30660
38600, 30692
38584, 30660
38588, 30688
38596, 30688
38628, 30684
38620, 30672
38604, 30680
38604, 30660
38596, 30680
38600, 30672
38592, 30680
38584, 30676
38596, 30688
38580, 30680
38596, 30672
38604, 30672
38592, 30688
38584, 30672
38616, 30688
38600, 30692
38636, 30696
38624, 30704
38640, 30700
38656, 30700
38644, 30712
38656, 30696
38668, 30712
38656, 30712
38684, 30712
38672, 30736
38696, 30740
38684, 30744
38688, 30736
38692, 30736
38736, 30756
38712, 30724
38752, 30728
38748, 30740
38784, 30736
38776, 30748
38792, 30756
38800, 30764
38800, 30756
38816, 30764
38828, 30784
38792, 30784
38816, 30768
38848, 30780
38852, 30800
38856, 30780
38880, 30788
38864, 30804
38904, 30820
38892, 30800
38900, 30820
38896, 30800
38920, 30796
38904, 30796
38856, 30764
38816, 30768
38784, 30720
38732, 30692
38704, 30700
38668, 30680
38660, 30684
38624, 30680
38612, 30676
38588, 30664
38612, 30676
38592, 30660
38592, 30660
38576, 30652
38588, 30660
38576, 30652
38572, 30660
38532, 30644
38524, 30640
38512, 30660
38548, 30636
38532, 30636
38528, 30628
38508, 30652
38544, 30652
38532, 30656
38528, 30652
38524, 30664
38528, 30664
38532, 30668
38532, 30676
38524, 30664
38536, 30664
38524, 30672
38524, 30656
38524, 30664
38552, 30660
38556, 30664
38544, 30672
38556, 30660
38576, 30664
38568, 30688
38592, 30676
38580, 30672
38592, 30692
38588, 30680
38632, 30696
38620, 30708
38652, 30696
38624, 30700
38644, 30716
38644, 30716
38660, 30720
38648, 30712
38704, 30732
38680, 30728
38716, 30732
38704, 30720
38756, 30736
38728, 30728
38756, 30756
38740, 30764
38764, 30768
38756, 30756
38760, 30764
38772, 30776
38804, 30768
38820, 30780
38820, 30776
38812, 30800
38844, 30776
38856, 30804
38876, 30808
38856, 30800
38868, 30800
38880, 30800
38896, 30800
38892, 30804
38932, 30796
38924, 30808
38932, 30844
38932, 30824
38908, 30816
38868, 30788
38840, 30768
38800, 30748
38776, 30728
38692, 30696
38664, 30688
38640, 30672
38636, 30664
38584, 30668
38596, 30684
38600, 30684
38588, 30676
38552, 30664
38572, 30644
38536, 30652
38536, 30644
38508, 30636
38520, 30640
38484, 30660
38484, 30640
38464, 30636
38488, 30632
38464, 30644
38480, 30640
38460, 30624
38496, 30632
38476, 30632
38492, 30628
38476, 30620
38488, 30644
38472, 30632
38500, 30652
38476, 30636
38504, 30644
38480, 30652
38504, 30620
38476, 30652
38504, 30628
38496, 30628
38516, 30656
38508, 30656
38516, 30644
38508, 30648
38548, 30668
38552, 30652
38556, 30668
38544, 30684
38588, 30672
38596, 30704
38592, 30700
38592, 30684
38620, 30684
38616, 30684
38628, 30704
38648, 30676
38640, 30708
38648, 30712
38676, 30708
38684, 30716
38712, 30716
38696, 30728
38712, 30736
38704, 30744
38728, 30752
38744, 30752
38764, 30760
38756, 30740
38780, 30748
38784, 30748
38788, 30772
38792, 30772
38832, 30780
38820, 30776
38852, 30776
38832, 30792
38880, 30792
38872, 30812
38896, 30796
38880, 30792
38924, 30784
38912, 30792
38912, 30808
38912, 30820
38944, 30812
38940, 30820
38980, 30856
38984, 30844
38992, 30852
39016, 30856
39000, 30848
39008, 30840
38996, 30844
38980, 30812
38936, 30808
38860, 30764
38812, 30740
38748, 30704
38716, 30700
38696, 30676
38656, 30672
38644, 30660
38644, 30664
38600, 30680
38592, 30688
38584, 30664
38584, 30664
38576, 30656
38568, 30656
38552, 30652
38548, 30648
38504, 30640
38512, 30624
38488, 30652
38472, 30624
38484, 30624
38476, 30600
38488, 30628
38480, 30620
38488, 30648
38500, 30648
38492, 30644
38504, 30648
38488, 30628
38504, 30612
38476, 30636
38488, 30652
38500, 30632
38512, 30644
38476, 30644
38508, 30652
38520, 30652
38532, 30652
38504, 30636
38520, 30684
38548, 30652
38552, 30676
38544, 30660
38552, 30660
38592, 30692
38596, 30676
38584, 30696
38588, 30684
38616, 30684
38628, 30700
38636, 30692
38632, 30688
38624, 30700
38664, 30728
38648, 30704
38664, 30728
38672, 30732
38700, 30712
38692, 30728
38716, 30740
38720, 30752
38724, 30748
38764, 30740
38768, 30760
38760, 30752
38780, 30764
38780, 30776
38788, 30788
38792, 30760
38800, 30768
38816, 30780
38848, 30788
38840, 30792
38868, 30800
38876, 30796
38868, 30796
38900, 30804
38908, 30804
38928, 30812
38936, 30808
38908, 30816
38904, 30800
38892, 30784
38868, 30764
38800, 30744
38752, 30720
38692, 30716
38676, 30692
38612, 30680
38608, 30672
38596, 30672
38596, 30664
38588, 30652
38584, 30672
38552, 30664
38564, 30652
38556, 30660
38588, 30664
38540, 30668
38520, 30656
38540, 30652
38544, 30652
38524, 30652
38516, 30640
38528, 30652
38540, 30664
38552, 30656
38564, 30680
38568, 30664
38576, 30656
38540, 30684
38552, 30660
38556, 30660
38560, 30660
38556, 30656
38552, 30648
38536, 30668
38568, 30672
38544, 30680
38560, 30672
38564, 30684
38572, 30680
38560, 30668
38584, 30672
38584, 30692
38624, 30700
38624, 30704
38612, 30696
38636, 30708
38648, 30700
38652, 30708
38648, 30720
38688, 30704
38664, 30732
38692, 30724
38708, 30724
38716, 30736
38724, 30728
38732, 30740
38740, 30732
38748, 30752
38776, 30760
38772, 30740
38784, 30752
38792, 30764
38780, 30764
38788, 30752
38808, 30756
38824, 30780
38820, 30752
38844, 30776
38864, 30776
38872, 30764
38884, 30792
38892, 30784
38884, 30796
38872, 30772
38876, 30772
38844, 30756
38784, 30708
38748, 30716
38680, 30696
38644, 30668
38632, 30656
38604, 30652
38584, 30672
38568, 30640
38556, 30648
38560, 30628
38536, 30628
38520, 30640
38528, 30620
38512, 30628
38484, 30628
38488, 30616
38492, 30608
38464, 30620
38440, 30608
38440, 30616
38464, 30620
38448, 30616
38444, 30616
38468, 30608
38500, 30640
38472, 30640
38476, 30628
38488, 30640
38484, 30636
38496, 30628
38500, 30632
38492, 30632
38480, 30620
38472, 30632
38476, 30612
38480, 30640
38476, 30628
38472, 30636
38508, 30624
38504, 30656
38520, 30656
38536, 30636
38556, 30672
38544, 30660
38556, 30652
38584, 30672
38592, 30680
38600, 30684
38600, 30688
38628, 30680
38632, 30688
38652, 30688
38644, 30696
38672, 30700
38668, 30708
38672, 30700
38680, 30716
38696, 30724
38724, 30740
38720, 30716
38728, 30748
38748, 30724
38760, 30736
38756, 30720
38788, 30752
38796, 30752
38812, 30768
38808, 30756
38816, 30788
38824, 30752
38848, 30764
38852, 30800
38848, 30780
38876, 30776
38888, 30804
38896, 30808
38916, 30788
38924, 30800
38920, 30796
38892, 30784
38860, 30752
38800, 30724
38732, 30716
38696, 30692
38652, 30684
38588, 30644
38584, 30652
38540, 30636
38524, 30620
38500, 30624
38504, 30632
38452, 30600
38472, 30616
38460, 30600
38424, 30596
38408, 30584
38408, 30592
38396, 30580
38384, 30580
38356, 30572
38360, 30568
38364, 30576
38356, 30572
38384, 30560
38384, 30588
38368, 30580
38388, 30588
38364, 30584
38368, 30580
38372, 30576
38408, 30596
38392, 30564
38408, 30600
38380, 30588
38392, 30592
38408, 30576
38408, 30596
38416, 30608
38432, 30608
38436, 30600
38452, 30616
38452, 30628
38460, 30616
38468, 30624
38488, 30652
38504, 30632
38516, 30664
38520, 30632
38536, 30660
38552, 30636
38592, 30648
38592, 30656
38604, 30676
38596, 30684
38616, 30684
38596, 30664
38664, 30684
38636, 30692
38644, 30684
38676, 30696
38680, 30724
38696, 30716
38716, 30728
38720, 30728
38720, 30732
38736, 30732
38760, 30736
38748, 30712
38752, 30736
38788, 30740
38788, 30748
38812, 30744
38804, 30768
38812, 30760
38840, 30772
38816, 30764
38840, 30768
38852, 30764
38872, 30776
38868, 30772
38880, 30800
38884, 30804
38888, 30788
38876, 30756
38848, 30744
38780, 30716
38720, 30720
38684, 30672
38640, 30680
38608, 30620
38596, 30660
38564, 30628
38560, 30648
38536, 30624
38540, 30640
38524, 30612
38496, 30604
38516, 30612
38508, 30608
38488, 30596
38500, 30628
38476, 30588
38468, 30608
38476, 30572
38444, 30580
38444, 30588
38460, 30592
38464, 30576
38476, 30592
38468, 30580
38480, 30604
38508, 30588
38476, 30616
38468, 30600
38492, 30596
38472, 30596
38496, 30624
38500, 30580
38504, 30600
38504, 30596
38488, 30616
38504, 30592
38524, 30616
38532, 30628
38528, 30648
38536, 30612
38540, 30640
